Chr1	10205714	10691729	Chr5	111618655	109984174
Chr10	59423206	62300009	Chr17	52383914	54544088
Chr14	302942	410918	Chr3	52127108	48685137
Chr16	6800904	6961323	Chr19	15936456	15270907
Chr3	129353792	131632427	Chr7	10707399	15003616
Chr18	131062203	132108350	Chr8	48183527	47842171
Chr11	125517486	126747951	Chr20	945529	1119051
Chr1	66790665	66987810	Chr10	59791745	59423132
Chr5	608569	762124	Chr7	65288000	66497583
Chr16	16023801	17465248	Chr9	26847677	34262953
Chr1	66728567	66982364	Chr7	28863775	28984324
Chr7	78436509	79585062	Chr8	35587447	34606092
Chr3	136168304	136603051	Chr5	100701722	102061276
Chr1	106486240	107811619	Chr8	47029455	46090390
Chr19	61052536	76146916	Chr6	3428978	4145549
Chr2	20192	464892	Chr4	115649878	117426834
Chr1	66791107	66985551	Chr17	52576612	52388603
Chr17	129122559	132301751	Chr7	56191684	66867677
Chr10	9081425	12355722	Chr3	137128795	137743707
Chr19	156715888	157402369	Chr5	36150637	37881919
Chr6	17934524	20179796	Chr8	920702	3782302
Chr17	13886082	14948770	Chr18	3156548	3348683
Chr13	2076062	4984206	Chr8	30898394	27054549
Chr14	142108233	142344155	Chr15	153613244	153307585
Chr1	103257500	105140032	Chr14	5727994	9049495
Chr10	107011159	109833525	Chr4	121875791	124020061
Chr1	21358338	22758481	Chr5	6599447	6860249
Chr10	112303671	112952027	Chr14	139733466	140660380
Chr12	40492056	42697779	Chr2	43105512	49204041
Chr3	6297403	6754345	Chr8	2230247	1546173
Chr6	4900709	5897370	Chr9	34256224	27319748
Chr18	130576	1014120	Chr19	381457	2818286
Chr13	17021031	17253819	Chr3	6242150	6164438
Chr10	83344663	92659319	Chr13	126941456	122470714
Chr14	130240122	130708241	Chr4	117588066	117909304
Chr15	153805762	154812671	Chr5	90937070	90004511
Chr12	115260145	116286607	Chr6	8714567	8178281
Chr17	1370636	1784293	Chr7	73550	418374
Chr18	300445	944058	Chr8	47581966	45911902
Chr16	151660232	152394572	Chr19	156397414	155873456
Chr17	4080194	4428277	Chr7	2299998	2574454
Chr1	104805322	105058172	Chr14	8606152	8195309
Chr13	129524284	145186755	Chr3	126866793	142115679
Chr1	61780224	71109687	Chr11	87091713	75368180
Chr18	133594757	134854032	Chr8	49661663	50731693
Chr10	2082495	2498161	Chr18	11882743	10680493
Chr13	7678149	8249781	Chr16	1210221	648854
Chr1	107771515	108562770	Chr13	44197072	46368116
Chr19	15266792	15938120	Chr6	12936061	13206779
Chr10	98506	4699370	Chr20	1397573	7348771
Chr14	12339412	12776867	Chr14	13350994	12924354
Chr1	29036321	61641203	Chr11	34672425	76194957
Chr15	158819323	158965940	Chr5	113963226	113834247
Chr16	14368	9896150	Chr6	20558082	10149298
Chr12	20284277	69386133	Chr2	17328289	62803404
Chr1	110920637	111512415	Chr13	238927	41236
Chr11	3580092	5131700	Chr17	24438941	28485066
Chr1	103257500	105035064	Chr4	4425145	6840334
Chr13	136341885	136545244	Chr5	27332570	25818364
Chr15	19661152	21140129	Chr9	110571126	111419481
Chr12	117672406	118576379	Chr20	137571658	138275164
Chr10	16861914	19614042	Chr7	7606962	8100343
Chr13	145836316	146372335	Chr20	3728688	2790757
Chr12	18655981	23833642	Chr6	1344886	745954
Chr13	18273833	18736169	Chr3	16463172	16217407
Chr16	23195811	25860428	Chr2	3866982	6287436
Chr20	20400033	23839123	Chr3	124545456	123681028
Chr13	138970871	139418408	Chr5	100701722	102061276
Chr13	905876	1231668	Chr14	2827331	2336192
Chr12	69430072	76922170	Chr3	14414014	17176868
Chr1	99087793	99879424	Chr11	144324415	145019674
Chr18	6718928	8281778	Chr3	12047595	14279259
Chr3	80625265	86412633	Chr5	94986338	94205238
Chr6	112231732	113090567	Chr9	111787133	112463790
Chr12	70281682	82595829	Chr16	7850374	9423976
Chr13	18270527	43224154	Chr3	16470022	41524015
Chr15	159723404	159857795	Chr19	158540	13938
Chr10	18446007	21897679	Chr17	10594948	9876713
Chr13	129524284	131566472	Chr20	5432738	3744067
Chr1	94759273	95454328	Chr3	42223434	38197508
Chr10	110498541	110915663	Chr14	139171828	139478706
Chr14	1981645	2829894	Chr3	141984617	142364701
Chr13	135035215	136545244	Chr15	22485600	31229124
Chr1	45544473	49536916	Chr5	13084750	13758495
Chr18	32347317	42682331	Chr7	77802363	73289013
Chr16	145557848	146281486	Chr18	126861825	128380529
Chr11	1572740	2009852	Chr17	4264049	4901991
Chr1	108531957	109963139	Chr20	127768867	129883272
Chr15	68832	324819	Chr7	62155830	64426199
Chr17	114952909	116232413	Chr5	10193357	9592263
Chr1	10973523	13273741	Chr5	4793411	2300026
Chr1	99992035	101976411	Chr14	13427381	20034011
Chr3	132531408	133865032	Chr5	34557548	25291379
Chr10	107816432	110383178	Chr14	136961228	138916859
Chr12	983971	1642767	Chr14	126570759	129162616
Chr11	64493678	67633045	Chr3	42843177	42546696
Chr17	274899	631807	Chr17	1054185	1444211
Chr12	111240150	113326233	Chr14	121973896	124834840
Chr12	1401519	1907959	Chr2	18197	513987
Chr19	4413389	4799445	Chr7	52892842	52602998
Chr13	137681184	138185270	Chr5	56600967	67976338
Chr10	9081425	12355722	Chr13	139927900	140591223
Chr1	10973523	13273741	Chr15	4793411	2300026
Chr12	110575541	111129589	Chr2	94570033	95030033
Chr14	6751059	7707146	Chr4	5419182	6321116
Chr1	108593257	112326432	Chr11	132376686	117878530
Chr7	56191684	66867677	Chr8	12507896	15707151
Chr6	107126711	107951810	Chr8	7589529	8455869
Chr13	5176933	5488947	Chr7	4078722	4502195
Chr14	105820418	119509205	Chr2	89487485	93484284
Chr15	18368181	19171019	Chr3	8517391	9194699
Chr10	18197899	21897679	Chr20	31568922	27145229
Chr20	10072375	11155289	Chr3	137852004	138649512
Chr15	140492903	141446077	Chr5	101626725	102712753
Chr13	628947	1231668	Chr4	2787756	1697021
Chr12	983971	1990256	Chr4	114832567	117912993
Chr13	4662707	4858092	Chr2	80014749	81245749
Chr20	140649374	140959812	Chr6	88475459	91502993
Chr14	138116397	138251384	Chr20	135457866	135764153
Chr1	14419790	16878486	Chr16	152828008	152394572
Chr18	1321690	1710224	Chr7	53008197	52497158
Chr15	33565556	43550400	Chr3	133950638	134649018
Chr15	159723404	159857795	Chr9	158540	13938
Chr15	115868918	122039084	Chr19	142750172	141712925
Chr2	98428401	99470960	Chr6	8714567	8178281
Chr10	59371351	59701009	Chr17	52513586	52353573
Chr19	152269823	152506493	Chr4	127170032	127328535
Chr14	12461877	13353014	Chr4	11458470	10845412
Chr12	2513855	3146896	Chr14	130835613	132282698
Chr13	142398887	143031334	Chr4	23537416	20579785
Chr13	145036944	145179472	Chr4	1365625	1640138
Chr1	110960045	111678672	Chr4	123511467	122705937
Chr11	45952498	49862165	Chr5	42200841	42850013
Chr13	137681184	138271709	Chr5	56600967	46857583
Chr16	16023801	18518710	Chr19	33625397	53597741
Chr12	97436626	100315474	Chr4	83269010	76446059
Chr3	18485125	28186383	Chr8	32252175	39108925
Chr18	1753094	27050679	Chr8	24884945	40322036
Chr15	155484627	155563443	Chr2	102255393	102304062
Chr14	141605562	141764065	Chr19	152269823	152506493
Chr19	149184939	150709093	Chr5	114967541	114012950
Chr13	145501798	145642321	Chr17	1031690	786959
Chr13	124824481	129396954	Chr3	121706203	125573510
Chr10	37144713	50344957	Chr20	53680612	46017322
Chr10	2967550	3930061	Chr18	10098971	8396645
Chr10	12315184	14753889	Chr8	12851497	12378950
Chr16	6091093	6334441	Chr2	97732598	98134614
Chr13	125104846	125978402	Chr9	117071999	117312400
Chr13	34268842	39833346	Chr15	150506537	144603669
Chr13	84033015	85139671	Chr3	52336211	52963811
Chr18	15265409	16089883	Chr3	24828047	25716481
Chr19	121543425	124243630	Chr6	1401762	1037248
Chr8	24898101	25046268	Chr9	5548923	5968293
Chr11	123406799	124807515	Chr13	36783	241132
Chr16	149481889	150193733	Chr17	133079959	133484637
Chr12	116775766	117426869	Chr20	5451927	7126486
Chr3	30739252	31427700	Chr8	39544127	40288799
Chr14	11004783	11361804	Chr3	138994461	139100494
Chr19	4798097	5395268	Chr9	4269990	3769042
Chr10	2082495	3334059	Chr8	34458094	32552533
Chr15	22485600	31229124	Chr3	132531408	133808509
Chr17	116770536	134774029	Chr8	5358758	18882055
Chr15	4341545	4718556	Chr6	19646982	19406877
Chr20	1695791	2034003	Chr3	140842135	141376515
Chr18	16395	1322369	Chr7	81102822	79778046
Chr13	8262996	8535464	Chr3	6229442	6283990
Chr10	21961727	38587437	Chr20	31810110	51288038
Chr12	1374377	1825401	Chr13	114255770	111227866
Chr13	8343452	8537679	Chr3	6118053	6276508
Chr15	6764584	7722137	Chr9	111860610	112476058
Chr13	5515029	7581515	Chr3	3211112	5066106
Chr10	745396	1631175	Chr3	143510687	142964174
Chr15	150569010	151293783	Chr3	80625265	86412633
Chr3	6285236	6555499	Chr5	12437320	11740438
Chr14	90143027	94629456	Chr2	86346408	83616628
Chr7	80109200	81063065	Chr9	2105418	243900
Chr18	13000316	13195819	Chr2	5978871	6095798
Chr2	4301085	6226755	Chr6	2129419	1443894
Chr1	111025252	111796416	Chr3	135099510	134163479
Chr13	11694920	12487305	Chr15	18368181	19171019
Chr13	145687114	146670235	Chr3	142832839	143758735
Chr15	19373962	19699997	Chr19	157317205	157462720
Chr19	5884925	7592721	Chr9	4682346	6412552
Chr20	141820422	142253752	Chr8	44084309	43111552
Chr13	115733917	119601316	Chr8	50427071	49679830
Chr10	100258231	103116607	Chr16	144499002	145260532
Chr13	136684514	137330345	Chr5	23871728	15468814
Chr5	11559491	12441926	Chr8	1490981	2332421
Chr16	27616970	34892401	Chr2	17589548	33969139
Chr17	2840997	2919339	Chr7	1562964	1508812
Chr11	139147117	140848936	Chr14	5413913	4611570
Chr1	54925510	60744509	Chr18	135082267	134660021
Chr15	139668344	141353871	Chr5	102361661	103068723
Chr13	28731359	29323106	Chr18	20244209	21672328
Chr16	150693955	152618092	Chr17	133577594	134806910
Chr1	33102144	35138560	Chr11	40794595	36968954
Chr1	66728567	66982364	Chr17	76655934	74115868
Chr20	4044836	5249752	Chr3	22769151	19835437
Chr1	110396580	111512415	Chr8	50967240	51521783
Chr11	13127911	14627687	Chr15	12432729	11741717
Chr19	21664369	29914610	Chr6	7837372	5911520
Chr3	141984617	142695091	Chr4	1365625	2789178
Chr19	12748702	43365357	Chr9	9232284	34306259
Chr4	7874519	8314499	Chr4	36596491	33992806
Chr1	103808552	106293632	Chr11	137295136	132618922
Chr11	120928323	123524843	Chr3	134285673	134649018
Chr5	36150637	37881919	Chr9	111416613	110591783
Chr18	134957352	135105771	Chr3	42354960	42572965
Chr13	5540353	6589236	Chr8	27011707	25724734
Chr11	886092	1325228	Chr15	119425274	102754441
Chr16	134339429	136375711	Chr20	140412670	139784089
Chr13	141948300	142081665	Chr14	11004783	11852167
Chr12	114937238	115910032	Chr16	10335468	11984944
Chr11	141064348	144189906	Chr4	20132492	11632571
Chr6	112472116	112793097	Chr8	18374882	18050438
Chr19	381457	2818286	Chr7	80986938	80108423
Chr13	140551457	141559658	Chr20	9981450	11155289
Chr12	74416116	77630844	Chr3	17794352	16548139
Chr13	119806748	122624060	Chr8	48880981	47667043
Chr12	12635938	15082023	Chr16	2350619	1454319
Chr10	99261254	99335305	Chr4	110574432	110535958
Chr15	139698765	140964185	Chr15	141727201	141204027
Chr19	114044	285665	Chr9	281410	209697
Chr17	11853013	12827337	Chr20	36416914	42096106
Chr11	55691791	62256359	Chr15	13984176	14596738
Chr2	9260697	9732534	Chr9	110988077	110648649
Chr16	11065525	11984944	Chr2	98428401	99066503
Chr18	68392417	92880418	Chr7	67891771	71438439
Chr12	100240781	102068199	Chr2	86716772	88050150
Chr12	119509549	119714734	Chr16	67422402	76935928
Chr15	156572101	157624653	Chr19	157707830	158191142
Chr15	147344240	148809169	Chr18	946607	1157788
Chr7	79833912	80066100	Chr9	2904714	2533331
Chr12	68965058	69513000	Chr20	13128126	12669301
Chr13	21156663	24211624	Chr20	5238356	4047264
Chr3	95087631	112813551	Chr5	40293478	42096678
Chr1	45544473	50134852	Chr15	13984176	14596738
Chr10	100624514	103116607	Chr16	141925162	142701079
Chr1	99087793	99473955	Chr11	144944757	144303342
Chr19	6981024	8064904	Chr8	24898101	25246689
Chr1	66739039	66986102	Chr17	52353322	52577346
Chr12	9851325	9899633	Chr4	109225646	110269840
Chr3	139472889	140020802	Chr4	23537416	20579785
Chr18	1694886	2064040	Chr19	6355145	8038081
Chr19	43568212	102862707	Chr9	34926160	77577525
Chr20	898982	1381014	Chr8	51166221	50759414
Chr20	26605498	36024590	Chr7	7699378	9201419
Chr10	7110226	8476884	Chr3	141967492	141548640
Chr20	2787193	3733013	Chr3	143470112	142964174
Chr13	126982025	128003153	Chr20	23833951	20413912
Chr18	373392	524565	Chr2	1010640	1227922
Chr2	97904697	98306103	Chr4	3702232	3252744
Chr12	118862679	120399367	Chr6	76628043	28446318
Chr11	148503094	148873455	Chr13	40259330	43224154
Chr15	155446613	156251171	Chr19	109555960	101641614
Chr12	99784692	100244090	Chr14	89822249	90652874
Chr3	131654880	132392100	Chr5	776624	95950
Chr13	34929714	35280393	Chr3	33486763	33106154
Chr15	102749054	156631260	Chr5	111618655	86694927
Chr11	139147117	140848936	Chr4	4082675	3283400
Chr16	1915150	2401531	Chr19	157562932	156966084
Chr14	57039852	57081057	Chr17	117711326	117679800
Chr10	113933618	114215517	Chr16	117118926	121310452
Chr15	27467863	27943235	Chr5	29941750	30439996
Chr14	92263486	96998717	Chr3	129419510	129992265
Chr16	142992271	143737125	Chr8	45451304	46248411
Chr19	3174755	3430136	Chr7	80065118	79996257
Chr18	116595418	117128744	Chr8	41900861	41686902
Chr5	37775705	38060248	Chr9	110552639	110651741
Chr1	66739039	66879401	Chr17	52500452	52579804
Chr1	102257651	103391151	Chr4	3280744	4273541
Chr16	7031045	7744321	Chr2	74714293	69977983
Chr11	6461617	8055451	Chr17	1793332	2184084
Chr13	98947676	115473642	Chr5	40293478	42108440
Chr10	84762111	85415647	Chr16	122808752	122532146
Chr1	93309161	93979265	Chr14	31500	434580
Chr18	24722854	27203306	Chr3	30739252	31441708
Chr13	133535477	134167872	Chr7	14098924	15003616
Chr4	118812588	119783880	Chr9	71708507	72588336
Chr1	111475651	112326432	Chr15	43546095	32975990
Chr13	134198180	134862808	Chr5	776624	95950
Chr15	141202372	141728697	Chr5	102098671	102381692
Chr14	127517847	129442865	Chr2	20192	290804
Chr10	111002826	111776894	Chr2	99790754	100984251
Chr12	1723943	1964096	Chr14	129791207	130228485
Chr5	111642418	114001222	Chr9	110180733	108463331
Chr11	138521623	139062512	Chr4	4793969	4436409
Chr17	117652	252040	Chr3	43493104	43358066
Chr13	2076062	4984206	Chr18	6687292	3138161
Chr8	40421066	41163062	Chr8	44944785	44476410
Chr16	12790622	15883109	Chr9	16500346	25764896
Chr1	66726631	66955548	Chr17	52513586	52388603
Chr15	58394920	103665128	Chr5	46850109	86656516
Chr11	148104663	148471420	Chr4	27457876	32674694
Chr19	146452781	147510596	Chr8	28950758	28274000
Chr1	95475486	95977418	Chr4	32663631	27463197
Chr10	92747653	97908748	Chr16	147875304	149715079
Chr6	1020453	1408872	Chr9	94411921	91647450
Chr15	6764584	7722137	Chr19	156393685	155859810
Chr17	9817130	11438094	Chr20	26605498	36024590
Chr13	5668181	5813412	Chr2	11537102	11417506
Chr11	3630103	5468376	Chr7	20155891	24043080
Chr10	4629538	5075822	Chr13	129393125	129023630
Chr1	106313434	106681391	Chr13	43273471	44158474
Chr1	55882	1093537	Chr5	8780184	9505807
Chr12	4458290	5284509	Chr8	48929664	49651127
Chr14	132650228	133776718	Chr19	94191488	95708241
Chr14	137117959	137796453	Chr20	133028613	135182942
Chr11	29751754	31603122	Chr5	6856747	6600949
Chr1	3434512	3855441	Chr17	2830423	3086939
Chr12	119502705	120359148	Chr16	69205440	39683697
Chr13	87475972	92533131	Chr5	94986338	94080959
Chr12	22766916	22979417	Chr2	20044528	19669367
Chr10	113152027	113653686	Chr16	136371569	134341678
Chr11	886092	1325228	Chr5	109978877	111620066
Chr13	5029749	5488947	Chr7	4302333	3926768
Chr2	1010640	1227922	Chr7	80742769	80600870
Chr15	42475512	46271614	Chr5	43433538	46682623
Chr14	129149085	129446287	Chr14	129747220	129464978
Chr10	98334300	101943383	Chr15	149641366	148292910
Chr18	21888120	24651135	Chr20	5321453	4614542
Chr1	18915264	28532866	Chr11	34470612	23919438
Chr14	101268968	104275216	Chr2	87078712	89016583
Chr19	141700336	142757272	Chr5	109443691	110405938
Chr15	143140902	144979466	Chr19	155616223	155062568
Chr4	381583	706486	Chr7	3971575	4827957
Chr10	4437624	4899691	Chr15	854113	306192
Chr19	52551668	56326777	Chr9	55045703	47102136
Chr20	139775448	140417428	Chr6	104377437	102890375
Chr11	109798504	122555452	Chr15	131168258	126955820
Chr1	5373766	5479449	Chr17	31268914	29823662
Chr10	115069758	115477517	Chr8	44084309	43111552
Chr15	9491840	9811491	Chr5	9542464	9190774
Chr13	130520212	131566472	Chr8	33864897	34888652
Chr10	113152027	113653686	Chr6	104377437	102890375
Chr5	33603	362857	Chr8	13679483	14666012
Chr13	139927900	140591223	Chr20	15864237	19849845
Chr11	8679853	10891282	Chr17	2316927	3133911
Chr18	27396337	30619954	Chr8	34602480	35590233
Chr5	98715111	101057247	Chr9	113961798	112790406
Chr13	11694920	12524391	Chr5	39245129	38269757
Chr1	110396580	110761913	Chr20	1117308	953778
Chr3	133915193	134545675	Chr5	23759566	15468814
Chr10	1656961	3129843	Chr13	131520152	129532932
Chr18	1409667	1562900	Chr19	4413389	4714526
Chr6	4273967	4878446	Chr9	41489210	35168442
Chr12	7640457	8089514	Chr8	35092567	34870030
Chr18	6279667	6392117	Chr3	200260	311323
Chr11	15208558	23653081	Chr5	9499774	7417120
Chr13	145036944	145179472	Chr14	1981645	2274117
Chr10	68244413	71196788	Chr20	86257739	81113299
Chrscaffold_22	139140	684840	Chrscaffold_22	1254165	1539004
Chr10	12557010	16196884	Chr13	128000787	126986332
Chr1	13692255	18856104	Chr11	18094958	23653081
Chr10	89905778	92659319	Chr3	121381054	119829296
Chrscaffold_22	249809	821194	Chrscaffold_22	1381880	902226
Chr13	122462182	126754209	Chr20	115527907	106564272
Chr16	145557848	147827205	Chr8	45451304	47560552
Chr11	138521623	139062512	Chr14	6065677	5734014
Chr16	14006595	15634881	Chr6	6120823	7263165
Chr18	8454810	14152821	Chr3	18464569	24428640
Chr18	4071450	4566654	Chr3	1444179	1788888
Chr3	9977466	10419508	Chr8	41822515	41219440
Chr15	157081983	157578329	Chr5	111966795	112444745
Chr12	103834872	108286393	Chr14	105820418	118918210
Chr13	15768803	29912664	Chr8	30940807	39108925
Chr11	137681847	137994767	Chr14	6390761	6146276
Chr12	114584340	115000968	Chr6	4600571	4436783
Chr12	983971	1377394	Chr8	11758	196574
Chr20	132044562	132809264	Chr4	121875791	122121716
Chr18	1053389	1369401	Chr9	2530032	3061752
Chr8	17963095	17975628	Chrscaffold_36	14697	4143
Chr1	99992035	101976411	Chr4	11627267	19839651
Chr1	66830883	66987810	Chr17	76655934	74200866
Chr3	129419510	129992265	Chr4	81478646	86437555
Chr11	34889825	45930796	Chr5	5798411	4813545
Chr10	115909557	116673725	Chr20	142647155	143440744
Chr12	12641517	13405573	Chr9	110988077	110564535
Chr15	14859612	40455786	Chr5	42860399	15616349
Chr12	12384959	13742413	Chr19	156947445	157511933
Chr17	56434658	72986678	Chr7	57284450	52709793
Chr14	6085222	6457325	Chr7	2151439	1907293
Chr10	101127014	117088150	Chr20	124722736	143872052
Chr1	5999836	7094519	Chr7	22318587	20159700
Chr13	136661246	137960709	Chr20	132358795	133912270
Chr13	32366543	33367691	Chr18	24722854	27203306
Chr15	4476606	4775372	Chr3	6047123	5732050
Chr15	158998449	160027697	Chr19	150663432	149187076
Chr16	146271356	150322674	Chr6	108037236	111550581
Chr17	2331110	3315671	Chr7	1092941	1939899
Chr11	45952498	49862165	Chr15	15571252	14856521
Chr11	55691791	62256359	Chr5	13084750	13793920
Chr14	119714434	120830826	Chr2	7328755	7469496
Chr2	97932326	98251182	Chr6	4600571	4436783
Chr12	18655981	23833642	Chr16	26722462	29135983
Chr15	6247893	6868456	Chr17	133757914	134352672
Chr18	128754489	130932233	Chr6	108169485	109259004
Chr12	70281682	83723415	Chr6	11890205	10057080
Chr1	109206988	110078704	Chr15	99805731	75776267
Chr16	89049902	99471740	Chr2	101738586	101361406
Chr15	12152704	13086416	Chr8	1490981	2332421
Chr3	133088039	133648812	Chr5	105340099	106565354
Chr20	194833	854518	Chr5	2296843	4006735
Chr2	100115241	100978454	Chr20	137571658	138275164
Chr11	5797538	5927964	Chr17	29808867	31273222
Chr18	2330551	6287523	Chr3	4127821	314228
Chr18	10816770	12119968	Chr3	128066165	128829024
Chr15	3465610	3832763	Chr8	4153722	3758918
Chr2	95792576	96773514	Chr4	111705564	113236637
Chr15	141796113	143803713	Chr3	136601237	136170580
Chr3	6102096	6166160	Chr3	6276260	6209594
Chr15	121868025	124640649	Chr19	154406762	155084622
Chr18	132041098	134464182	Chr3	119544811	113067955
Chr19	157784927	158587082	Chr5	111731697	114001222
Chr11	1572740	1907771	Chr7	2458955	3031954
Chr13	8615213	9001991	Chr15	4476606	4775372
Chr2	6060248	6499823	Chr6	1425109	1471723
Chr13	136300440	137460636	Chr15	33039795	43550400
Chr15	156324819	156474951	Chr19	110713089	112709277
Chr14	4586495	5053471	Chr2	98301543	97906037
Chr1	84643588	92797880	Chr15	131168258	129589642
Chr1	8947568	9810010	Chr7	2959993	2461548
Chr16	1915150	2401531	Chr9	110431160	111109006
Chr17	610888	1098946	Chr8	4337839	3347310
Chr2	7669687	7939774	Chr4	114247992	113810668
Chr10	25019167	27934054	Chr17	11853013	12827337
Chr13	87475972	92526001	Chr15	150569010	151423344
Chr16	17587445	18597828	Chr9	35167368	41498432
Chr1	94154259	103527458	Chr11	149236781	138505861
Chr17	23142186	25208954	Chr7	18886673	19895259
Chrscaffold_134	6050	31183	Chrscaffold_22	389424	414560
Chr1	111639648	112326432	Chr5	108452753	108024078
Chr16	149481889	150193733	Chr8	16682476	17076291
Chr19	154304332	155620045	Chr5	98715111	101057247
Chr15	140306294	142503997	Chr5	103060940	101465471
Chr17	1969577	2059967	Chr7	786582	665802
Chr19	10790009	12123149	Chr2	1486280	562588
Chr12	2485257	3079786	Chr2	1526858	2131813
Chr1	108236696	108424187	Chr13	45997913	45505520
Chr19	10064	10786812	Chr9	10064	8938874
Chr18	17384398	18947527	Chr3	25917782	26778486
Chr11	148166646	148471420	Chr14	26070131	30397196
Chr15	140263629	142386917	Chr5	101685648	102712753
Chr20	7166116	8794893	Chr8	46077359	46716627
Chr15	156572101	158992761	Chr9	110229953	108463331
Chr16	151944376	152491401	Chr8	18161377	18882055
Chr12	78544078	116743373	Chr2	63328981	99941026
Chr18	1053389	1134967	Chr19	3174755	3430136
Chr19	155870714	156466116	Chr6	113085604	112241188
Chr10	22141237	24972419	Chr17	10675777	11438094
Chr12	2513855	3146896	Chr4	117919534	118557787
Chr2	86148949	86580879	Chr4	79216972	80244058
Chr16	122580041	122823285	Chr20	106772898	106297267
Chr12	2442889	2849667	Chr2	2000370	2460791
Chr12	1846956	3073882	Chr2	1500512	2307042
Chr15	156686945	160878256	Chr5	111623305	115884540
Chr13	141948300	142081665	Chr4	9653938	10454965
Chr16	89042499	140933485	Chr6	62673163	108005187
